antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Dressing Gown|Hat|Trousers,Bra,0.021533208503139112,0.22202335058927194,0.01010573851745787,0.469309462915601,2.113784255890235,1.0,0.0053248634166535224,1.4659704574438295,0.538510685318233,0.04328851144137768,0.31785801349389325,0.2574130100141691
Belt|Coat|Top,Tracksuit,0.04694900319418438,0.22678709108932701,0.021863641370194954,0.4656891495601173,2.053420004301265,1.0,0.011216213506242356,1.4471218547669567,0.5382792427706949,0.08680441674866075,0.30897318929576995,0.28104758595052975
Lingerie|Tracksuit,Belt|Top,0.05355766053530125,0.11405441127877519,0.012446304659103425,0.23239074550128536,2.037542808697412,1.0,0.006337817217281149,1.1541622036589299,0.5380283028268068,0.08021295474711623,0.1335706568541269,0.1707583857878228
Belt|Lingerie|Sunglasses,Chemise,0.033979513162242535,0.22345522634651394,0.015805705474171164,0.4651539708265803,2.08164283481677,1.0,0.00821280566935791,1.4519034101339423,0.537887342884277,0.06541310541310541,0.3112489487797627,0.2679435904656623
Belt|Dressing Gown|Skirt,Sweatshirt,0.03475052318537284,0.22059147483202995,0.015943385835444433,0.45879556259904913,2.0798426727433617,1.0,0.008277716674798387,1.4401369820819596,0.5378862299104673,0.0665976535541753,0.3056216093039063,0.2655355918100726
Hair Accessory|Pashmina,48,0.0375041304108382,0.1430774314351801,0.011124573190880054,0.2966226138032306,2.07316144012281,1.0,0.005758578543487298,1.2182970129282722,0.5378151879386599,0.06564835879103023,0.1791820964935129,0.18718736540815878
Skirt|Sweatshirt,Stockings,0.0819473510298491,0.21998568124242757,0.0356041414252671,0.43447580645161293,1.9750185739262456,1.0,0.017576897582953395,1.379276656341376,0.5377421963403143,0.1336848635235732,0.2749822920569342,0.2981616734098095
Pyjamas|Tracksuit,Polo Shirt,0.041469324815508316,0.1638396299151889,0.014015860777618681,0.3379814077025233,2.062879462541989,1.0,0.007221541947013039,1.2630466573196846,0.5375317821302168,0.07326903699438607,0.20826361068711174,0.21176381309495912
48|Pashmina,Hair Accessory,0.03656790395417998,0.1466846569005397,0.011124573190880054,0.3042168674698795,2.0739515222519516,1.0,0.005760622745789275,1.2264099303420815,0.537483289886094,0.06462965925451929,0.18461195130646826,0.19002846377060711
Bra|Chemise|Lingerie,Sunglasses,0.021808569225685647,0.224005947791607,0.010298491023240444,0.4722222222222222,2.1080789455712625,1.0,0.005413241803861857,1.4703045199737972,0.5373533717056239,0.04372734712966211,0.31986878472099006,0.25909820391996174
Ball Gown|Lingerie|Sunglasses,Chemise,0.022524507104306642,0.22345522634651394,0.010601387818041635,0.4706601466992665,2.106283904809681,1.0,0.005568168984705133,1.4670060620058927,0.5373333635770956,0.04503977538605521,0.31833955843872774,0.25905157673841944
Belt|Thong|Top,Coat,0.04727943606124022,0.22557550391012227,0.021836105297940302,0.46185206755969715,2.047438926452388,1.0,0.011171022683839633,1.4390550430587878,0.5369727098877805,0.08698990785432206,0.3050995479127422,0.27932691268609855
Belt|Polo Shirt,Pyjamas,0.06493005837647318,0.16180196056834453,0.021092631347064655,0.32485156912637825,2.007710957180659,1.0,0.010586820601934232,1.2415018699622133,0.5367730403261162,0.10257096946973755,0.19452396794985388,0.22760617938960165
Stockings|Top,Belt|Tracksuit,0.05438374270294085,0.11295296838858905,0.01247384073135808,0.229367088607595,2.030642415863827,1.0,0.006331035560979642,1.15106300094122,0.5367346441574514,0.08054765291607398,0.13123782175058732,0.1699005116368058
Hat|Polo Shirt,Tankini,0.04000991298601168,0.16221500165216435,0.013382531115761648,0.3344803854094976,2.0619571679734023,1.0,0.006892323014632812,1.2588434359869751,0.536488741527831,0.07086614173228346,0.2056200386698871,0.20848955614049824
Polo Shirt|Trousers,Tankini,0.04053309835885009,0.16221500165216435,0.01354774754928957,0.33423913043478265,2.060469913574871,1.0,0.006972670932041362,1.2583872628245043,0.5364164363719174,0.07160529762771066,0.20533207102282883,0.2088781800535821
Cardigan|Chemise,Hair Accessory,0.034860667474391455,0.1466846569005397,0.010601387818041635,0.3041074249605055,2.0732054148424477,1.0,0.00548786277023672,1.2262170537615402,0.5363527428349112,0.06201675257731959,0.18448369566187095,0.18819037476671796
Pashmina|Shawl|Trainers,Swimwear,0.03645775966516136,0.22450159709219078,0.01693468443661196,0.4645015105740181,2.0690343257703963,1.0,0.00874985916537998,1.4481803744004786,0.5362325790610443,0.06939742721733241,0.30947828207243694,0.2699669333809622
Fleece,48,0.1443716268311488,0.1430774314351801,0.038164996144949885,0.26435246995994666,1.8476182253782567,1.0,0.017508674605830787,1.1648548164338477,0.5361704451589562,0.15309842041312274,0.14152391706508427,0.2655480594603429
Belt|Skirt|Stockings,Dressing Gown,0.033483863861658775,0.21990307302566361,0.015282520101332745,0.45641447368421045,2.075525673217604,1.0,0.007919315541381016,1.435095103178204,0.5361466081466081,0.06418411009598704,0.3031820694075463,0.2629555463838032
Ball Gown|Sunglasses|Tights,Chemise,0.022524507104306642,0.22345522634651394,0.010573851745786981,0.46943765281173594,2.1008130375244614,1.0,0.005540632912450479,1.46362586370634,0.5360684932953969,0.044917534214528015,0.3167652849016348,0.25837871550013786
Shawl|Swimwear|Trainers,Pashmina,0.03593457429232294,0.22777838969049455,0.01693468443661196,0.471264367816092,2.068959959092021,1.0,0.008749564970093198,1.4605060890636297,0.5359235529460776,0.06862307520642712,0.31530583303413195,0.27280578158696284
Bra|Socks,Knickers,0.03620993501486948,0.15150346954510407,0.011344861768917282,0.3133079847908745,2.067992143886841,1.0,0.005858930982161806,1.2356289452360887,0.5358419717827757,0.06432474629195942,0.19069555317924966,0.1940949229661388
Coat|Thong|Tracksuit,Top,0.03598964643683225,0.22901751294195397,0.017044828725630574,0.4736036725325172,2.067980157712023,1.0,0.008802569407006997,1.4646426025942823,0.5357166177116421,0.06873958911715712,0.31723957897392385,0.27401477362347876
Ball Gown|Socks,Knickers,0.04157946910452693,0.15150346954510407,0.01294195395968719,0.31125827814569534,2.054463036920951,1.0,0.006642520128507899,1.231951693256628,0.5355215107202109,0.07184347294405381,0.18827986074962916,0.1983408802578713
Belt|Chemise|Tights,Sunglasses,0.034309946029298384,0.224005947791607,0.015915849763189778,0.46388443017656494,2.070857647976906,1.0,0.00823021778421791,1.4474380075623619,0.5354805959016223,0.06565943428376689,0.3091241249881882,0.26746772215650616
Belt|Lingerie|Sunglasses,Tights,0.033979513162242535,0.22183059808348937,0.01561295296838859,0.4594813614262561,2.071316425217964,1.0,0.008075257241022527,1.4396717270839192,0.5354081498353014,0.0650005731972945,0.30539720883071186,0.26493184258005953
Ball Gown|Polo Shirt,Pyjamas,0.04342438594558872,0.16180196056834453,0.01440136578918383,0.3316423589093215,2.0496807192224162,1.0,0.00737521500671111,1.2541160419200386,0.5353671247544582,0.07546897546897546,0.20262562109562807,0.2103242427630338
48,Fleece,0.1430774314351801,0.1443716268311488,0.038164996144949885,0.26674364896073904,1.8476182253782567,1.0,0.017508674605830787,1.1668884585263388,0.5353606761704448,0.15309842041312274,0.14302006100660378,0.2655480594603429
Ball Gown|Sunglasses|Tights,Lingerie,0.022524507104306642,0.22039872232624738,0.01040863531225906,0.4621026894865526,2.09666682551145,1.0,0.005444262725441394,1.449349648038931,0.5351054877225365,0.044765513974419704,0.31003536561859435,0.25466453814657464
Jewellery|Pashmina|Shawl,Swimwear,0.03722876968829166,0.22450159709219078,0.01723758123141315,0.4630177514792899,2.0624252008735304,1.0,0.008879662978614332,1.444178843982587,0.5350533072264562,0.07050343507151706,0.30756498465085014,0.2698996521409696
Ball Gown|Chemise|Tights,Lingerie,0.022221610309505452,0.22039872232624738,0.01027095495098579,0.46220570012391576,2.0971342086082116,1.0,0.0053733404307390225,1.4496272605592588,0.5350484342715063,0.04420478786442285,0.3101674980820897,0.2544036996371703
Belt|Coat|Thong,Top,0.04672871461614715,0.22901751294195397,0.021836105297940302,0.4672952268709487,2.0404344666400593,1.0,0.011134411293575949,1.447297876700779,0.5349036586961937,0.0859993493113545,0.30905723272421776,0.28132105337776125
Belt|Sunglasses|Tights,Chemise,0.034447626390571646,0.22345522634651394,0.015915849763189778,0.4620303756994405,2.0676642173630166,1.0,0.008218347610984444,1.4434732716798087,0.5347845350972021,0.06577150659990896,0.3072265211836772,0.2666282500801577
Shawl|Top,Belt|Coat,0.05520982487058046,0.11303557660535302,0.012611521092631348,0.22842892768079803,2.020858693704229,1.0,0.006370846704104726,1.1495563470628747,0.534680463914777,0.08103326256192499,0.13009918778230609,0.17000009112419925
Knickers|Thong,Socks,0.03819253221720454,0.1527425927965635,0.012005727503028968,0.3143475126171594,2.0580213211113683,1.0,0.006172101106706863,1.2356950828508584,0.5345107020506343,0.06709756848261005,0.19073886925817415,0.19647427911369958
48|Lingerie,Hair Accessory,0.03414472959577046,0.1466846569005397,0.010353563167749753,0.3032258064516129,2.0671951167818237,1.0,0.00534505522203246,1.224665538707559,0.5345031942796554,0.060733322565013736,0.18345052719018923,0.1869048123679127
Stockings|Sweatshirt,Skirt,0.08169952637955721,0.22191320630025332,0.0356041414252671,0.435793731041456,1.963802597903154,1.0,0.01747393757316743,1.3790821486900529,0.5344479973762679,0.13284701530874343,0.27488003455786236,0.29811773659654384
Ball Gown|Lingerie|Tights,Sunglasses,0.0221940742372508,0.224005947791607,0.01040863531225906,0.4689826302729529,2.0936168655184457,1.0,0.005437030677386407,1.4613345936447777,0.5342140748786764,0.04414340768422282,0.31569402082937287,0.2577242592053148
Hat|Socks,Knickers,0.038082387928185926,0.15150346954510407,0.0118680471417557,0.3116413593637021,2.0569915679120694,1.0,0.006098433242072945,1.2326372916167239,0.5341966188772502,0.06678029129222189,0.18873134311196874,0.19498825510896844
Belt|Socks,Knickers,0.06264456437933694,0.15150346954510407,0.01899988985571098,0.3032967032967033,2.0019125912255684,1.0,0.009509021004099795,1.2178735689494564,0.5339252027286788,0.0973613658811909,0.1788967052937975,0.2143528227497693
Dressing Gown|Top,Belt|Tracksuit,0.055870690604692144,0.11295296838858905,0.012721665381649962,0.22769837358304584,2.0158688773871023,1.0,0.006410905031929531,1.148575894792312,0.5337573830880333,0.08149585464808608,0.12935661932830114,0.17016317996558436
Knickers|Tracksuit,Socks,0.038715717590042956,0.1527425927965635,0.012143407864302236,0.31365576102418213,2.0534924494959794,1.0,0.006229868777619554,1.2344496523606547,0.5336868176087393,0.06772113022113023,0.18992240948208258,0.196579097386077
Bra|Tankini,Polo Shirt,0.04034034585306752,0.1638396299151889,0.01354774754928957,0.3358361774744027,2.049785986749648,1.0,0.006938400214072262,1.2589670525942942,0.5336727340760539,0.07106745630507005,0.20569803797538064,0.2092626265523274
Knickers|Stockings,Socks,0.03725630576054632,0.1527425927965635,0.011702830708227778,0.31411677753141165,2.05651070719862,1.0,0.006012205968340389,1.2352793878731136,0.533620179988593,0.06563706563706563,0.19046653751603063,0.1953673846193204
Belt|Jacket,Poncho,0.06344311047472188,0.1554686639497742,0.019715827734331975,0.31076388888888884,1.9988844117762816,1.0,0.009852412112009039,1.2253149863096473,0.533572442719855,0.09897705280619297,0.18388331884215478,0.2187896667257055
Pyjamas|Tracksuit,Tankini,0.041469324815508316,0.16221500165216435,0.013768036127326798,0.33200531208499334,2.046699187519711,1.0,0.007041089533864976,1.254179132715547,0.5335336972134443,0.0724952878062926,0.20266573257776888,0.2084402727459426
Belt|Coat|Thong,Tracksuit,0.04672871461614715,0.22678709108932701,0.021560744575393767,0.4614024749558044,2.034518246781811,1.0,0.010963275317254436,1.4356042739840393,0.5334086505697471,0.08557377049180327,0.3034292122683402,0.27823644874550785
Polo Shirt|Top,Pyjamas,0.04281859235598634,0.16180196056834453,0.014153541138891949,0.3305466237942122,2.0429086435858763,1.0,0.0072254089469166284,1.2520633538100137,0.5333386615462093,0.07430967182304467,0.20131837022702395,0.20901054811221842
Lingerie|Thong,Belt|Top,0.054466350919704816,0.11405441127877519,0.012528912875867387,0.23003033367037412,2.0168473195493255,1.0,0.006316785287217279,1.1506240147672901,0.5332191484908592,0.08031774051191527,0.13090637152897702,0.16994032376420687
Bikini|Socks,Knickers,0.032575173477255207,0.15150346954510407,0.01018834673422183,0.3127641589180051,2.0644026163697333,1.0,0.005253094931384014,1.2346511630112444,0.532959618315267,0.058590657165479024,0.19005462436769885,0.1900062161365743
Pashmina|Trainers,Jewellery,0.08252560854719683,0.22609868928296067,0.036512831809670666,0.4424424424424424,1.9568554061307684,1.0,0.017853899884870766,1.3880204836738284,0.5329587876633105,0.13418336369156042,0.2795495370837836,0.30196656283612805
Belt|Dressing Gown|Stockings,Skirt,0.03340125564489481,0.22191320630025332,0.015282520101332745,0.45754328112118714,2.0618118621661536,1.0,0.007870340366719703,1.4343758066227852,0.5327853962842427,0.06366869335780659,0.30283263606175576,0.26320519311053775
Bra|Hat|Tracksuit,Trousers,0.021836105297940302,0.22048133054301133,0.010050666372948562,0.46027742749054223,2.087602729704825,1.0,0.005236212822981386,1.4442951048583925,0.5326118250996171,0.04327208061647896,0.30762072332991386,0.2529312702583222
Jewellery|Shawl,Pashmina,0.08368212358189228,0.22777838969049455,0.03722876968829166,0.4448831852583086,1.9531404443714622,1.0,0.01816779033292728,1.3910974948017705,0.532570695362737,0.13575660206848075,0.2811431235145035,0.3041630626484967
Pashmina|Shawl,Jewellery,0.08437052538825862,0.22609868928296067,0.03722876968829166,0.4412532637075718,1.9515958500553132,1.0,0.01815270448389163,1.3850663645075985,0.5325285412382545,0.13624911821021868,0.27801293452425463,0.3029552154611419
Jewellery|Shawl,Trainers,0.08368212358189228,0.22615376142746998,0.03695340896574512,0.441592629154327,1.9526212005806087,1.0,0.018028381953461795,1.385809498539728,0.5324221108039202,0.1354187689202825,0.2784000967999338,0.3024960588849682
Belt|Coat|Tracksuit,Thong,0.04612292102654477,0.2300638836876308,0.021560744575393767,0.4674626865671643,2.0318820975910397,1.0,0.01094952623700899,1.445788110788362,0.5324013656884115,0.08467611117119066,0.30833571493770384,0.280589512044803
Lingerie|Top,Belt|Tracksuit,0.05474171164225135,0.11295296838858905,0.012446304659103425,0.227364185110664,2.0129102258602813,1.0,0.006263065834438951,1.1480791008095605,0.5323485253143542,0.08017027314650585,0.1289798766523522,0.16877716812822327
Shawl|Trainers,Jewellery,0.08373719572640159,0.22609868928296067,0.03695340896574512,0.44130220322262403,1.9518123020622111,1.0,0.01802053876777499,1.385187690341681,0.5322224697990485,0.1354187689202825,0.2780761719349872,0.30237074599080294
Belt|Chemise|Tights,Lingerie,0.034309946029298384,0.22039872232624738,0.015557880823879282,0.4534510433386838,2.0574123050834134,1.0,0.007996012555939413,1.4264070366835475,0.5322127426562803,0.06505469199769717,0.2989378387216601,0.262020374243055
Lingerie|Top,Belt|Thong,0.05474171164225135,0.11375151448397401,0.012528912875867387,0.22887323943661975,2.0120456459405185,1.0,0.006301960271116304,1.1492902734545725,0.5321226897083341,0.0803319209039548,0.12989779597266685,0.1695080309988715
Belt|Sunglasses|Tights,Lingerie,0.034447626390571646,0.22039872232624738,0.01561295296838859,0.4532374100719425,2.056443001520823,1.0,0.008020740124734678,1.4258497052191004,0.5320513603987154,0.06526243093922651,0.29866380983938484,0.2620384951409188
Ball Gown|Lingerie|Sunglasses,Tights,0.022524507104306642,0.22183059808348937,0.01040863531225906,0.4621026894865526,2.0831332263398266,1.0,0.005412010429774912,1.4466876608356947,0.5319354753125669,0.04449152542372881,0.3087657916275175,0.25451211932123063
Bra|Pashmina|Trousers,Hat,0.02205639387597753,0.21805815618460184,0.010023130300693909,0.45443196004993763,2.083994325189233,1.0,0.005213553720016905,1.4332618235609473,0.531883680166096,0.04356151268549545,0.3022907723060018,0.2501986798608067
Ball Gown|Thong,Belt|Tracksuit,0.05752285493997136,0.11295296838858905,0.01302456217645115,0.22642412637625656,2.0045876580887696,1.0,0.006527184960795172,1.1466839412352954,0.5317309733651788,0.08272123119972018,0.12792011465450218,0.1708668657234769
Lingerie|Socks,Knickers,0.03799977971142196,0.15150346954510407,0.01178543892499174,0.3101449275362319,2.0471143563078513,1.0,0.006028340456761659,1.229963458012349,0.5317124611305266,0.06631546327858694,0.18696771559699482,0.1939674110600098
Bikini|Top,Belt|Thong,0.047940301795351914,0.11375151448397401,0.011041964974116093,0.23032739804709937,2.0248292876975214,1.0,0.005588683040076034,1.1514616517040308,0.531617088875786,0.07329555839883019,0.13153859833706574,0.16369916259169298
Belt|Chemise|Lingerie,Sunglasses,0.03433748210155303,0.224005947791607,0.015805705474171164,0.4603047313552526,2.054877273988611,1.0,0.008113905251235436,1.4378374191736496,0.5316069773049708,0.06516802906448682,0.30451107568565183,0.2654320214858623
Belt|Stockings|Sweatshirt,Dressing Gown,0.033428791717149464,0.21990307302566361,0.015117303667804824,0.4522240527182867,2.0564699096565615,1.0,0.007766209641668806,1.4241167960102925,0.5314971232937703,0.0634608715755404,0.29781040234794565,0.26048467850039053
Shawl|Top,Belt|Thong,0.05520982487058046,0.11375151448397401,0.012611521092631348,0.22842892768079803,2.008139660531557,1.0,0.0063313198992078455,1.1486284508465625,0.5313631324263712,0.08066220500176119,0.1293964560402629,0.1696489833272061
Jewellery|Trainers,Shawl,0.0830763299922899,0.22810882255755038,0.03695340896574512,0.44481272787537285,1.9500022966588655,1.0,0.018002965148801366,1.3903257805038032,0.5313202255551236,0.13475248518927604,0.28074411478032396,0.30340588107916394
Ball Gown|Tracksuit,Belt|Coat,0.05804604031280978,0.11303557660535302,0.013134706465469765,0.22628083491461098,2.0018550062750333,1.0,0.006573438829053746,1.1463648096357546,0.5313033792039035,0.08315899581589958,0.12767734006268083,0.1712402956546258
48|Trousers,Fleece,0.03419980174027977,0.1443716268311488,0.010133274589712523,0.2962962962962962,2.0523166691390986,1.0,0.005195793575165579,1.2158929513452097,0.5309025203854707,0.060160209252901754,0.17755917665807275,0.18324255974456238
Coat|Polo Shirt,Tankini,0.04108381980394316,0.16221500165216435,0.013575283621544223,0.3304289544235925,2.0369814817258844,1.0,0.006910871724170361,1.2512264439789498,0.5308884455895051,0.07155297532656023,0.20078415476901182,0.20705796728139392
Coat|Shawl,Belt|Top,0.0551272166538165,0.11405441127877519,0.012611521092631348,0.22877122877122877,2.005807808801532,1.0,0.006324018851742815,1.1487455107641789,0.5307039814423843,0.08054871614491733,0.12948517262559656,0.16967291520647387
Lingerie|Poncho,Jacket,0.037393986121819586,0.152384623857253,0.01164775856371847,0.3114874815905743,2.0440873475683587,1.0,0.005949490054021654,1.2310820115527812,0.5306263497284212,0.06538877724532385,0.18770643172774018,0.19396202774866628
Skirt|Stockings,Sweatshirt,0.08288357748650732,0.22059147483202995,0.0356041414252671,0.42956810631229236,1.9473468167316452,1.0,0.017320730828163614,1.3663480843072744,0.5304460562533667,0.13291529605263155,0.268122075563936,0.2954855885449865
Ball Gown|Chemise|Lingerie,Sunglasses,0.022799867826853178,0.224005947791607,0.010601387818041635,0.46497584541062803,2.075729908043315,1.0,0.005494081815964022,1.4503906890034977,0.5303332825875657,0.0448822569363488,0.3105305986988527,0.25615110647913086
Belt|Dressing Gown|Stockings,Sweatshirt,0.03340125564489481,0.22059147483202995,0.015117303667804824,0.4525968672712284,2.051742333269496,1.0,0.007749271423855812,1.423829128055343,0.5303228121748608,0.06328530259365994,0.2976685331857244,0.2605638187311079
Belt|Coat|Top,Thong,0.04694900319418438,0.2300638836876308,0.021836105297940302,0.46510263929618767,2.021623871775027,1.0,0.01103483528782326,1.4394090770971377,0.5302425010264505,0.08557246142225099,0.3052704641708219,0.2800079324547964
Lingerie|Tracksuit,Belt|Thong,0.05355766053530125,0.11375151448397401,0.012226016081066196,0.22827763496143955,2.0068096323552744,1.0,0.006133751082957113,1.1484032673741975,0.5300868425377457,0.07883522727272727,0.1292257446406599,0.16787883200504802
Socks|Trousers,Knickers,0.03766934684436612,0.15150346954510407,0.01164775856371847,0.3092105263157895,2.040946832730682,1.0,0.005940721821299086,1.2282997393251827,0.5299959331675754,0.06561191251744998,0.1858664721777183,0.19304583022441602
Bra|Polo Shirt,Pyjamas,0.04188236589932812,0.16180196056834453,0.013768036127326798,0.3287310979618672,2.031687977124433,1.0,0.006991387211574732,1.2486770009554828,0.5299959189538727,0.0724952878062926,0.1991523834948479,0.20691149860652924
Jewellery|Swimwear,Trainers,0.08183720674083049,0.22615376142746998,0.036044718581341555,0.44044414535666215,1.9475428689604948,1.0,0.01753692645218524,1.3829651359215627,0.5298978429270853,0.1325435398946942,0.2769159727706132,0.29991280688020616
Knickers|Pashmina,Socks,0.03838528472298711,0.1527425927965635,0.011950655358519661,0.3113342898134864,2.038293864948003,1.0,0.006087587444696291,1.2302883600433232,0.5297273423299905,0.06669740279698787,0.18718242610635938,0.19478739008431667
Ball Gown|Coat,Belt|Top,0.05719242207291552,0.11405441127877519,0.01302456217645115,0.22773230621088106,1.9966988006649824,1.0,0.0065015141473175435,1.1472001170660748,0.5294540979103055,0.08231813435433344,0.1283125017826306,0.17096417338549846
Bikini|Knickers,Socks,0.03254763740500055,0.1527425927965635,0.01018834673422183,0.3130287648054145,2.0493875288756866,1.0,0.0052169362075796324,1.2333229745251992,0.5292760227638124,0.058185249253027205,0.1891823791047299,0.18986574349879523
Cardigan,48,0.1444266989756581,0.1430774314351801,0.037751955061130084,0.26139180171591997,1.8269254563347477,1.0,0.017087753941030966,1.160185563273743,0.52903975767507,0.15115766262403527,0.1380689161669457,0.2626243073244727
Tankini|Tights,Polo Shirt,0.03882586187906157,0.1638396299151889,0.01294195395968719,0.3333333333333333,2.0345098039215683,1.0,0.006580739118283501,1.2542405551272164,0.529020798716553,0.06821480406386067,0.20270477946826493,0.2061624649859944
Ball Gown|Lingerie|Tights,Chemise,0.0221940742372508,0.22345522634651394,0.01027095495098579,0.4627791563275434,2.07101513754665,1.0,0.00531157306874958,1.445485190680623,0.528883077153058,0.043635938231165176,0.30819076774550785,0.25437171001836195
Sunglasses,Chemise,0.224005947791607,0.22345522634651394,0.08489371076109704,0.378979717271051,1.6959984488497213,1.0,0.03483841099435812,1.2504338348517634,0.5288401606394455,0.23414597098807627,0.20027755797367072,0.3794467286293641
Hair Accessory,Cardigan,0.1466846569005397,0.1444266989756581,0.03860557330102434,0.2631875351980477,1.822291425786902,1.0,0.017420392514502406,1.1611819043456484,0.5288084368808057,0.15288985823336967,0.138808487922896,0.2652448638811974
Knickers|Skirt,Socks,0.03855050115651504,0.1527425927965635,0.011978191430774315,0.3107142857142857,2.0342347214710657,1.0,0.006089887930521288,1.2291817306578352,0.5288001548544092,0.0667997542997543,0.1864506483798629,0.19456752684848955
Coat|Top|Tracksuit,Thong,0.03634761537614275,0.2300638836876308,0.017044828725630574,0.4689393939393939,2.0383007816041925,1.0,0.008682555169410928,1.4498083787907665,0.5286089469537343,0.0683524734982332,0.3102536758450351,0.2715133833850171
Belt|Chemise|Lingerie,Tights,0.03433748210155303,0.22183059808348937,0.015557880823879282,0.45308740978348044,2.0424928467846173,1.0,0.007940776632610662,1.4228405340027699,0.5285513237241273,0.0646601052872511,0.29718055108623054,0.26161073567624865
Belt|Thong|Tracksuit,Top,0.04639828174909131,0.22901751294195397,0.021423064214120498,0.4617210682492582,2.016095023991831,1.0,0.010797045123163552,1.4323103535753117,0.5285137638024211,0.08434518647007805,0.30182729077967285,0.27763220660268606
Chemise,Sunglasses,0.22345522634651394,0.224005947791607,0.08489371076109704,0.3799137399876772,1.6959984488497215,1.0,0.03483841099435812,1.251429199855149,0.5284651099953979,0.23414597098807627,0.20091364328421576,0.3794467286293641
Belt|Knickers,Socks,0.0627822447406102,0.1527425927965635,0.01899988985571098,0.3026315789473684,1.9813175448084788,1.0,0.009410367012441767,1.2149351499520975,0.5284634683480918,0.09667927700714585,0.1769108005152144,0.21351157097719964
Dressing Gown|Socks,Knickers,0.03890847009582553,0.15150346954510407,0.011978191430774315,0.30785562632696395,2.0320038032878998,1.0,0.006083423216564819,1.2258952940007852,0.5284355558804846,0.06712962962962962,0.18426964774745322,0.19345889277089745
Socks|Tankini,Polo Shirt,0.03015199911884569,0.1638396299151889,0.010133274589712523,0.33607305936073056,2.0512318023099647,1.0,0.005193182212877743,1.2594162382983056,0.5284210074770116,0.055114572412760215,0.20598133516908027,0.19896089942826445
Skirt,Stockings,0.22191320630025332,0.21998568124242757,0.08288357748650732,0.373495470902097,1.697817188794662,1.0,0.03406584962185472,1.2450258258798328,0.5282295499177754,0.23086362939101088,0.19680380983798337,0.37513176348960153
48,Cardigan,0.1430774314351801,0.1444266989756581,0.037751955061130084,0.26385681293302543,1.826925456334748,1.0,0.017087753941030966,1.1622376136267925,0.5282067580566229,0.15115766262403527,0.13959074437500407,0.2626243073244727
Dressing Gown|Jacket,Poncho,0.03772441898887543,0.1554686639497742,0.011923119286265008,0.31605839416058396,2.032939539910692,1.0,0.006058154267783052,1.2348003526027846,0.5280207311604086,0.06577548230290141,0.19015248263240192,0.19637492857161326
Ball Gown|Chemise|Sunglasses,Lingerie,0.02329551712743694,0.22039872232624738,0.010601387818041635,0.4550827423167849,2.064815700896597,1.0,0.00546708560722532,1.4306782666203792,0.5279951962331438,0.045481393975191964,0.3010308303891057,0.25159184592101114
Kaftan|Stockings,Cardigan,0.03419980174027977,0.1444266989756581,0.010078202445203216,0.2946859903381642,2.0403844471154953,1.0,0.005138837974232642,1.2130388583016354,0.5279521424024335,0.05979415128247018,0.17562410045124946,0.18223336695173226
Cardigan|Dressing Gown,Kaftan,0.036733120387707895,0.14376583324154643,0.010739068179314902,0.2923538230884558,2.033541742823283,1.0,0.005458100519214039,1.20997497717773,0.527628567952163,0.06326034063260341,0.17353662773051493,0.18352607837050638
Ball Gown|Coat|Tracksuit,Top,0.021698424936667033,0.22901751294195397,0.01027095495098579,0.4733502538071066,2.0668736103473466,1.0,0.005301635637232632,1.463937830847567,0.5276261354560509,0.04271644525881813,0.31691088314792965,0.25909907784740327
Coat|Dressing Gown,Belt|Top,0.053805485185593124,0.11405441127877519,0.01225355215332085,0.22773797338792223,1.9967484890284366,1.0,0.006116799216909166,1.1472085356933555,0.5275720697478075,0.07874712440276058,0.12831889853781886,0.16758699731684862
Bra|Coat,Belt|Top,0.05292433087344421,0.11405441127877519,0.012060799647538275,0.2278876170655567,1.9980605266423848,1.0,0.00602454624744449,1.147430877036519,0.5274284593017312,0.07785282616423747,0.1284878069668912,0.16681681674137325
Cardigan,Hair Accessory,0.1444266989756581,0.1466846569005397,0.03860557330102434,0.267302192564347,1.822291425786902,1.0,0.017420392514502406,1.1646211227053525,0.5274128496185926,0.15288985823336967,0.14135165462476448,0.2652448638811974
Belt|Skirt|Sweatshirt,Stockings,0.03345632778940412,0.21998568124242757,0.01500715937878621,0.4485596707818929,2.0390403059350635,1.0,0.007647246318164184,1.414503578045448,0.5272117760308458,0.06294029333641299,0.29303819691867206,0.2583892358165316
Pashmina|Trainers,Shawl,0.08252560854719683,0.22810882255755038,0.03645775966516136,0.4417751084417751,1.9366857602814467,1.0,0.017632940268614977,1.3827602264166299,0.5271580072482527,0.1329717786481872,0.27680881985486244,0.300800639686846
Fleece|Tracksuit,Kaftan,0.036182398942614824,0.14376583324154643,0.010573851745786981,0.29223744292237447,2.0327322308310576,1.0,0.005372059013123913,1.2097760162587181,0.5271238964916292,0.06242887335392619,0.1734007067750105,0.1828932857209076
Polo Shirt|Tracksuit,Pyjamas,0.042928736645004954,0.16180196056834453,0.014015860777618681,0.32649134060295065,2.017845392330966,1.0,0.007069907023734743,1.244524517594239,0.5270473706502169,0.07349119260756569,0.19648027349989342,0.20655744702033169
Bra|Hat|Shawl,Trousers,0.022028857803722875,0.22048133054301133,0.010023130300693909,0.455,2.0636667915573876,1.0,0.005166178421786291,1.4303094852421812,0.5270356403366878,0.04311263768802558,0.3008506128792964,0.25023011115274135
