customer_id,basket,basket_items,basket_size
7161490,"18,32,46,40,20,7,42,17,12,6,47","[18, 32, 46, 40, 20, 7, 42, 17, 12, 6, 47]",11
21824299,"9,4,23,38,3,13,44,21,8,40","[9, 4, 23, 38, 3, 13, 44, 21, 8, 40]",10
27280790,"17,44,10,39,18,15,22,36,40,1,26,9,45","[17, 44, 10, 39, 18, 15, 22, 36, 40, 1, 26, 9, 45]",13
88953610,"37,45,36,41,43,21,17,39,30","[37, 45, 36, 41, 43, 21, 17, 39, 30]",9
48959355,38,[38],1
67856471,"20,46,32,13,23","[20, 46, 32, 13, 23]",5
66881536,"17,6,19,41,14,8","[17, 6, 19, 41, 14, 8]",6
77786628,"1,3,2,30,45,9,21,16","[1, 3, 2, 30, 45, 9, 21, 16]",8
82604632,"47,16,48,14,22,43,3,36,18","[47, 16, 48, 14, 22, 43, 3, 36, 18]",9
53472890,"47,3,9,23,45,2,15,29,37,46,40,26,28,25,20","[47, 3, 9, 23, 45, 2, 15, 29, 37, 46, 40, 26, 28, 25, 20]",15
6480814,"48,21,2,10,18,46,37,6,15","[48, 21, 2, 10, 18, 46, 37, 6, 15]",9
54163069,"23,32,40,21,25,24,18,2,44,43,45,12","[23, 32, 40, 21, 25, 24, 18, 2, 44, 43, 45, 12]",12
6204252,"1,30,27,17,8,41,26,9,32,39","[1, 30, 27, 17, 8, 41, 26, 9, 32, 39]",10
64271460,"48,9,46,3,28","[48, 9, 46, 3, 28]",5
78149998,"6,43,38,45,34,37,15,42,40,33,31","[6, 43, 38, 45, 34, 37, 15, 42, 40, 33, 31]",11
25321975,"18,46,25,3","[18, 46, 25, 3]",4
71368326,"2,45","[2, 45]",2
34730670,"23,19,21,2","[23, 19, 21, 2]",4
24573559,"1,21,2,48,46","[1, 21, 2, 48, 46]",5
37914180,"43,37,9,23,39,13,21,18,8,10","[43, 37, 9, 23, 39, 13, 21, 18, 8, 10]",10
37383973,"45,10,18,42,25,2,1,26,30,44,27","[45, 10, 18, 42, 25, 2, 1, 26, 30, 44, 27]",11
50744645,"35,17","[35, 17]",2
16586964,"39,13,41,16","[39, 13, 41, 16]",4
71658633,"6,36,23,16,39,45,21,14,1","[6, 36, 23, 16, 39, 45, 21, 14, 1]",9
39986675,"16,1,36,40,20,2,7,29,27,32,46","[16, 1, 36, 40, 20, 2, 7, 29, 27, 32, 46]",11
25478097,"41,36,47,18,42,28,29,26","[41, 36, 47, 18, 42, 28, 29, 26]",8
28394501,"34,13,37,40,26,45,3,44","[34, 13, 37, 40, 26, 45, 3, 44]",8
24931061,45,[45],1
41286117,"9,23,1,19,18,10,2","[9, 23, 1, 19, 18, 10, 2]",7
53248192,"20,42","[20, 42]",2
20461099,"38,25,7","[38, 25, 7]",3
58230419,"2,7,17,37,3,47,6,46,25","[2, 7, 17, 37, 3, 47, 6, 46, 25]",9
82569686,"27,46,25,19,48,4,20","[27, 46, 25, 19, 48, 4, 20]",7
22159378,"20,5,31,1,45,32,12,26,2","[20, 5, 31, 1, 45, 32, 12, 26, 2]",9
6027682,"43,14,39,34,18,9,38,2,10","[43, 14, 39, 34, 18, 9, 38, 2, 10]",9
37523993,"35,34,37,13,27,18,40,21,41","[35, 34, 37, 13, 27, 18, 40, 21, 41]",9
62761323,13,[13],1
18127917,"43,15,8,10,38,23,2,39,29","[43, 15, 8, 10, 38, 23, 2, 39, 29]",9
26187828,"11,4,47,38,40,21,37,10,42,3,2","[11, 4, 47, 38, 40, 21, 37, 10, 42, 3, 2]",11
72161714,"45,5,1,43,40,10","[45, 5, 1, 43, 40, 10]",6
33958440,"25,45,2,27,41,10,31,39,37,4,17","[25, 45, 2, 27, 41, 10, 31, 39, 37, 4, 17]",11
91630705,"2,38,23,13,37,34,31,10,9,21,32","[2, 38, 23, 13, 37, 34, 31, 10, 9, 21, 32]",11
2580753,"47,41,48,21,40,32","[47, 41, 48, 21, 40, 32]",6
86799974,"7,35,17,23","[7, 35, 17, 23]",4
47244602,"43,23,9,13,6,47,8,44,30","[43, 23, 9, 13, 6, 47, 8, 44, 30]",9
94077461,"34,17,46,39,29,44,45,9","[34, 17, 46, 39, 29, 44, 45, 9]",8
9499988,"25,31,8","[25, 31, 8]",3
30679520,"44,22,8,42","[44, 22, 8, 42]",4
32573010,"29,3,9,17,47,1,2,40,46,45,42,36,21,20,28","[29, 3, 9, 17, 47, 1, 2, 40, 46, 45, 42, 36, 21, 20, 28]",15
52564714,"9,28,7,20,32,46,3,41,26","[9, 28, 7, 20, 32, 46, 3, 41, 26]",9
41106607,"38,9,23,3,22,48,7,15","[38, 9, 23, 3, 22, 48, 7, 15]",8
39079751,"20,14,21,18,37,7","[20, 14, 21, 18, 37, 7]",6
11119792,"14,3,2,36,19,29,12,9","[14, 3, 2, 36, 19, 29, 12, 9]",8
45957396,"41,32,42,2,26,38,16,46","[41, 32, 42, 2, 26, 38, 16, 46]",8
30781810,"12,17,41,26,13,38,33,10,2,45,21,43,22","[12, 17, 41, 26, 13, 38, 33, 10, 2, 45, 21, 43, 22]",13
35197609,"22,32,43,3,47,17,15,2,35,1,46","[22, 32, 43, 3, 47, 17, 15, 2, 35, 1, 46]",11
44620462,"18,41,4,1,34,6,28,22","[18, 41, 4, 1, 34, 6, 28, 22]",8
70099372,"25,32,40,1,11,48,42,10,20,26,39,47","[25, 32, 40, 1, 11, 48, 42, 10, 20, 26, 39, 47]",12
34798522,"1,34,13,48,20,42,45,17","[1, 34, 13, 48, 20, 42, 45, 17]",8
58961834,"44,42,23,21,1,19,43,38,3","[44, 42, 23, 21, 1, 19, 43, 38, 3]",9
48846338,"31,1,34,2","[31, 1, 34, 2]",4
16633603,"1,46,13,37,34,22,32,23,33,9,20,27","[1, 46, 13, 37, 34, 22, 32, 23, 33, 9, 20, 27]",12
58716744,"44,45,2,30","[44, 45, 2, 30]",4
7454253,"2,27,30,31,13,34,37,45,44","[2, 27, 30, 31, 13, 34, 37, 45, 44]",9
36541653,"34,13,37,39,26,46,40,20,32,36,22","[34, 13, 37, 39, 26, 46, 40, 20, 32, 36, 22]",11
71701477,"26,41,47,45,25,46,28,16","[26, 41, 47, 45, 25, 46, 28, 16]",8
72102167,"47,6,1,11,40,46,19,29,16,28,38,4,43","[47, 6, 1, 11, 40, 46, 19, 29, 16, 28, 38, 4, 43]",13
82180721,"34,37,13,47,32","[34, 37, 13, 47, 32]",5
65317616,"44,10,45,2,32,40,8,43","[44, 10, 45, 2, 32, 40, 8, 43]",8
24759417,"23,43,9","[23, 43, 9]",3
96693362,"44,31,19,23,12,42,2,1,39,13,34,37,4,9","[44, 31, 19, 23, 12, 42, 2, 1, 39, 13, 34, 37, 4, 9]",14
28332702,"4,48,20,43,32,3","[4, 48, 20, 43, 32, 3]",6
52423578,"36,13,1,9,38,6,17,19,32","[36, 13, 1, 9, 38, 6, 17, 19, 32]",9
21097270,"22,36,5,31,30,3,4,9","[22, 36, 5, 31, 30, 3, 4, 9]",8
3303993,"22,30,16,45,42,35,31,48,14,20,28,2,3","[22, 30, 16, 45, 42, 35, 31, 48, 14, 20, 28, 2, 3]",13
38424258,"29,25,32,43,28,18,9,16","[29, 25, 32, 43, 28, 18, 9, 16]",8
47233751,"27,8","[27, 8]",2
55986315,"40,2,26,8,14,20,34,19,37,32","[40, 2, 26, 8, 14, 20, 34, 19, 37, 32]",10
70474245,"20,27,30,25,15,2,10,17,26,6,46,40,9,23,47","[20, 27, 30, 25, 15, 2, 10, 17, 26, 6, 46, 40, 9, 23, 47]",15
59160131,"47,1,17,45,21","[47, 1, 17, 45, 21]",5
28239821,"4,40,12,22","[4, 40, 12, 22]",4
40258987,"25,17,43","[25, 17, 43]",3
94308844,"36,16,19,12,1,37,34","[36, 16, 19, 12, 1, 37, 34]",7
16677499,"47,17,43,9,11","[47, 17, 43, 9, 11]",5
18843900,"32,38,2,40,45,1,18,42,9,23","[32, 38, 2, 40, 45, 1, 18, 42, 9, 23]",10
44762381,"46,7,31,8,48,21","[46, 7, 31, 8, 48, 21]",6
5961525,2,[2],1
33697246,"17,25,46","[17, 25, 46]",3
74046923,"41,18,14,21","[41, 18, 14, 21]",4
70629355,"18,8","[18, 8]",2
73503029,"6,28,25,27","[6, 28, 25, 27]",4
8986970,"40,47,3,43,15,7,46,38","[40, 47, 3, 43, 15, 7, 46, 38]",8
50182631,"45,2,25,40,32,28,38,43","[45, 2, 25, 40, 32, 28, 38, 43]",8
33339978,"26,36,35,45,14,48,2,10,42,16,40,41,27,29","[26, 36, 35, 45, 14, 48, 2, 10, 42, 16, 40, 41, 27, 29]",14
19139572,"11,22,14,48,43,8,9,24,2,45,39","[11, 22, 14, 48, 43, 8, 9, 24, 2, 45, 39]",11
36955412,"6,13,34,44,37,10,42,32,8,3,36","[6, 13, 34, 44, 37, 10, 42, 32, 8, 3, 36]",11
78703598,"47,6,17,48,23,20,40,9","[47, 6, 17, 48, 23, 20, 40, 9]",8
4131594,"8,25,46,32","[8, 25, 46, 32]",4
54592446,"14,41,25,26,2,37,10,28","[14, 41, 25, 26, 2, 37, 10, 28]",8
83944542,"37,2,44,47,6,17","[37, 2, 44, 47, 6, 17]",6
43725487,"23,9,33,7,37,14,43,27,36","[23, 9, 33, 7, 37, 14, 43, 27, 36]",9
98583537,"2,37,39,34,7,44","[2, 37, 39, 34, 7, 44]",6
82650730,"9,47,13,8,2,42,44,10,45","[9, 47, 13, 8, 2, 42, 44, 10, 45]",9
11359455,"41,27,6,32,43,14,10,42,44,45,15,7,17","[41, 27, 6, 32, 43, 14, 10, 42, 44, 45, 15, 7, 17]",13
66312230,"2,7,45,14,40,38,39,37,34,17,13,4,43","[2, 7, 45, 14, 40, 38, 39, 37, 34, 17, 13, 4, 43]",13
53209153,"10,42,3,43,20","[10, 42, 3, 43, 20]",5
26003379,"45,41,32,1,2,11","[45, 41, 32, 1, 2, 11]",6
44244642,"20,32,47,19,41","[20, 32, 47, 19, 41]",5
19032830,"37,13,26,41,14,40,44,43,17,6,47,16,2,32,25","[37, 13, 26, 41, 14, 40, 44, 43, 17, 6, 47, 16, 2, 32, 25]",15
94645539,"27,16,48,20,32,38","[27, 16, 48, 20, 32, 38]",6
84245328,"2,18,16,1,6","[2, 18, 16, 1, 6]",5
3552063,"20,15,24","[20, 15, 24]",3
63728362,"42,45,20","[42, 45, 20]",3
94858250,"1,46,9,7,21,26,13,20,10,44,48,16","[1, 46, 9, 7, 21, 26, 13, 20, 10, 44, 48, 16]",12
53608087,"35,29,37,1,23,14","[35, 29, 37, 1, 23, 14]",6
5620422,"23,14,8,31,46,40,19,25,32,20,39,38,9,2,28,43","[23, 14, 8, 31, 46, 40, 19, 25, 32, 20, 39, 38, 9, 2, 28, 43]",16
84217932,"8,20,43,23,28,2","[8, 20, 43, 23, 28, 2]",6
38312480,"1,4,34,10,2,17,23,45,16,21,13,43,39,30","[1, 4, 34, 10, 2, 17, 23, 45, 16, 21, 13, 43, 39, 30]",14
73991798,"48,16,21,2,42,23,25,12","[48, 16, 21, 2, 42, 23, 25, 12]",8
93765125,"41,28,6,11,30,17,45,12","[41, 28, 6, 11, 30, 17, 45, 12]",8
45511820,"7,15","[7, 15]",2
41150876,"2,16,14,43,4","[2, 16, 14, 43, 4]",5
73738669,"37,1,20,46,14","[37, 1, 20, 46, 14]",5
90434006,"16,27,23,20,39,9,45,44,10,47,6,29,41,32,46,2,12,42","[16, 27, 23, 20, 39, 9, 45, 44, 10, 47, 6, 29, 41, 32, 46, 2, 12, 42]",18
91925073,"2,42,44,10,45,28,29,22,43,14,21,1,13,7","[2, 42, 44, 10, 45, 28, 29, 22, 43, 14, 21, 1, 13, 7]",14
37920267,"10,9,17,27,32,2,16,38,23,44,42,45,29,12,33","[10, 9, 17, 27, 32, 2, 16, 38, 23, 44, 42, 45, 29, 12, 33]",15
34417465,"45,32,21,13,43","[45, 32, 21, 13, 43]",5
21328755,"6,47,17,29,2","[6, 47, 17, 29, 2]",5
24933385,"23,1,13,14,25,43,2,42,18","[23, 1, 13, 14, 25, 43, 2, 42, 18]",9
82209668,"27,3,17,23,43,32,35,12,6,47,41,42,33","[27, 3, 17, 23, 43, 32, 35, 12, 6, 47, 41, 42, 33]",13
33942559,"29,25,22,26,24,28,33,7,40,38,37,46","[29, 25, 22, 26, 24, 28, 33, 7, 40, 38, 37, 46]",12
69363737,"10,4,1,44,25,47,28,39,26,18,24,32","[10, 4, 1, 44, 25, 47, 28, 39, 26, 18, 24, 32]",12
37338886,13,[13],1
54575936,36,[36],1
22388121,"38,48,14,20","[38, 48, 14, 20]",4
9812637,"41,11,5,36,25,32,46,40,17","[41, 11, 5, 36, 25, 32, 46, 40, 17]",9
16491650,"6,17,35,26,20,29,33,45,44,16,10,3","[6, 17, 35, 26, 20, 29, 33, 45, 44, 16, 10, 3]",12
89071604,"31,5,15,45,40,32,9,23,14,48,37","[31, 5, 15, 45, 40, 32, 9, 23, 14, 48, 37]",11
75025916,"17,45,42,10,21,25,44,47,6","[17, 45, 42, 10, 21, 25, 44, 47, 6]",9
15546635,"2,45","[2, 45]",2
65542657,"37,18,7,28,26,27,22,30,10","[37, 18, 7, 28, 26, 27, 22, 30, 10]",9
60307103,39,[39],1
73743806,"29,12,16,37,34,41","[29, 12, 16, 37, 34, 41]",6
10588742,"46,41,28,47,6","[46, 41, 28, 47, 6]",5
64333268,"40,12,20,4,9,23,34,37","[40, 12, 20, 4, 9, 23, 34, 37]",8
130868,"22,38,9,2,46","[22, 38, 9, 2, 46]",5
90822487,"28,26,21,48,43,9,17","[28, 26, 21, 48, 43, 9, 17]",7
3213043,"17,46,30,38,34,35,26","[17, 46, 30, 38, 34, 35, 26]",7
93683028,"34,42,2","[34, 42, 2]",3
69274984,"23,16,43,2,44,10,40,20","[23, 16, 43, 2, 44, 10, 40, 20]",8
42353242,"39,34,13,8,31,29,2","[39, 34, 13, 8, 31, 29, 2]",7
97222988,"47,3,9,16,42,7,17","[47, 3, 9, 16, 42, 7, 17]",7
73795360,"28,40,25,3,38,48,13,39,16,41,14","[28, 40, 25, 3, 38, 48, 13, 39, 16, 41, 14]",11
59947216,"34,17,47,1,27,18,9,43","[34, 17, 47, 1, 27, 18, 9, 43]",8
89003947,"6,35,12,45,9,13,23,43,14","[6, 35, 12, 45, 9, 13, 23, 43, 14]",9
19909300,"47,30,39,40,16,19,8,25,45,5,3,33,34,44","[47, 30, 39, 40, 16, 19, 8, 25, 45, 5, 3, 33, 34, 44]",14
77643477,"40,39,27,11,2,46,32","[40, 39, 27, 11, 2, 46, 32]",7
64510756,"25,13,43,23","[25, 13, 43, 23]",4
30704775,"6,17,2,10,12,29,9,35,23,46,22,3,27","[6, 17, 2, 10, 12, 29, 9, 35, 23, 46, 22, 3, 27]",13
48562131,"9,43,39,41,28,10,17,40,47","[9, 43, 39, 41, 28, 10, 17, 40, 47]",9
4495359,"26,28,6","[26, 28, 6]",3
84623033,"9,43,26,10,45,42,2,41","[9, 43, 26, 10, 45, 42, 2, 41]",8
36410945,"8,33,38,23,43,41,26,17,47,6,34,9,2,3,44,24,20","[8, 33, 38, 23, 43, 41, 26, 17, 47, 6, 34, 9, 2, 3, 44, 24, 20]",17
15473498,"47,43,37,19,24,41,28,10,4,25,20","[47, 43, 37, 19, 24, 41, 28, 10, 4, 25, 20]",11
42629201,"18,46,20,40,23","[18, 46, 20, 40, 23]",5
85574942,"40,20,46,38,27,33,2,5,6,37,17,47,42,23","[40, 20, 46, 38, 27, 33, 2, 5, 6, 37, 17, 47, 42, 23]",14
40719580,"24,27,40,20,14,16,18,38,45,17","[24, 27, 40, 20, 14, 16, 18, 38, 45, 17]",10
51713051,"36,47,13,34,39,1,2,9,35,38,44,37","[36, 47, 13, 34, 39, 1, 2, 9, 35, 38, 44, 37]",12
23855049,"38,30,42,44,9,43,24,32,20,25,28,21","[38, 30, 42, 44, 9, 43, 24, 32, 20, 25, 28, 21]",12
26844309,"39,29,22,3,36,6,20,9,46","[39, 29, 22, 3, 36, 6, 20, 9, 46]",9
83412443,"24,21,27,38,47,25,46,33,48,8,1,5,18,2,3","[24, 21, 27, 38, 47, 25, 46, 33, 48, 8, 1, 5, 18, 2, 3]",15
42279522,"26,12,4,22,23,29","[26, 12, 4, 22, 23, 29]",6
10888621,"1,38,9,42,2,45,31,41,4,3","[1, 38, 9, 42, 2, 45, 31, 41, 4, 3]",10
56827215,"13,34,43,9,8,20,6,39,42,41","[13, 34, 43, 9, 8, 20, 6, 39, 42, 41]",10
21919261,"24,23,43,29,44,20,47,2,9","[24, 23, 43, 29, 44, 20, 47, 2, 9]",9
88310914,"32,10,44,9,23,30,31,20,47,1,43,17,13,40","[32, 10, 44, 9, 23, 30, 31, 20, 47, 1, 43, 17, 13, 40]",14
41569587,"37,39,28,40,45,30,44,42,2","[37, 39, 28, 40, 45, 30, 44, 42, 2]",9
36530859,"36,14,47,39,1,22,3,12,35,41,43,38,17,32,2,28","[36, 14, 47, 39, 1, 22, 3, 12, 35, 41, 43, 38, 17, 32, 2, 28]",16
75351675,"27,43","[27, 43]",2
86510271,"35,18,4,3,42,44","[35, 18, 4, 3, 42, 44]",6
94683004,"40,2,3,43,38","[40, 2, 3, 43, 38]",5
10251801,"22,2,1,36","[22, 2, 1, 36]",4
32075528,"41,6,17","[41, 6, 17]",3
73836283,"45,44,34,13,4,9,39,28,1,22,25,40","[45, 44, 34, 13, 4, 9, 39, 28, 1, 22, 25, 40]",12
92613564,"43,9,23,48,13,2,6,34,17,35,46,26,28,5,11","[43, 9, 23, 48, 13, 2, 6, 34, 17, 35, 46, 26, 28, 5, 11]",15
69438724,"8,43","[8, 43]",2
39546416,"45,7,36,2","[45, 7, 36, 2]",4
37744551,"36,23,9,43,34,39","[36, 23, 9, 43, 34, 39]",6
92524629,"9,23,42,10,44,38,32,25,26","[9, 23, 42, 10, 44, 38, 32, 25, 26]",9
69154853,"38,48,34,22,45,10,46","[38, 48, 34, 22, 45, 10, 46]",7
21660336,"23,33,13,3,21,6,43,19","[23, 33, 13, 3, 21, 6, 43, 19]",8
45747283,"3,41,16,19,20,46,44,2","[3, 41, 16, 19, 20, 46, 44, 2]",8
49705398,"47,17,6,39,37,46,16,13,42,38,43","[47, 17, 6, 39, 37, 46, 16, 13, 42, 38, 43]",11
35631234,"21,16,28,26,41,29,6,31,5","[21, 16, 28, 26, 41, 29, 6, 31, 5]",9
80417274,"33,40,46,2,13,23,34","[33, 40, 46, 2, 13, 23, 34]",7
44875887,"29,46,43,34,37","[29, 46, 43, 34, 37]",5
23508213,"37,23,32,25,42,10,19","[37, 23, 32, 25, 42, 10, 19]",7
4237709,"2,17,10,23,29,43,18,20","[2, 17, 10, 23, 29, 43, 18, 20]",8
49196488,"46,40,44","[46, 40, 44]",3
72462381,"22,33,24,9,13,36,43,20,12,35","[22, 33, 24, 9, 13, 36, 43, 20, 12, 35]",10
83241756,"3,18,40,20,13,24,44,2,21,41,6,7,37,10","[3, 18, 40, 20, 13, 24, 44, 2, 21, 41, 6, 7, 37, 10]",14
1107371,"32,45,37,42,38,25,44,24,2,13,18","[32, 45, 37, 42, 38, 25, 44, 24, 2, 13, 18]",11
90759435,"2,23,43","[2, 23, 43]",3
50962917,"42,37,13,34,45,10","[42, 37, 13, 34, 45, 10]",6
83349194,"45,29,48","[45, 29, 48]",3
38602629,"46,25,43,39,34,16,8,40,20,38,23,26,13,18,27,29,9,47","[46, 25, 43, 39, 34, 16, 8, 40, 20, 38, 23, 26, 13, 18, 27, 29, 9, 47]",18
62602766,"4,2,43","[4, 2, 43]",3
39846357,"38,17,42,2","[38, 17, 42, 2]",4
81756390,"45,42,2,14,21,8","[45, 42, 2, 14, 21, 8]",6
77204690,"29,2,27,40,13,34,28,25,46,39,45,44,32,42","[29, 2, 27, 40, 13, 34, 28, 25, 46, 39, 45, 44, 32, 42]",14
40735692,"42,45,44,27,30,23,36,17,6","[42, 45, 44, 27, 30, 23, 36, 17, 6]",9
41939124,"38,39,32,46,25,37,3,8,42,2","[38, 39, 32, 46, 25, 37, 3, 8, 42, 2]",10
6740643,"23,6,17,46","[23, 6, 17, 46]",4
6247643,"23,15,10,6,4,28,34","[23, 15, 10, 6, 4, 28, 34]",7
55243788,"26,47,17,40,25","[26, 47, 17, 40, 25]",5
16473944,"31,5,12,32,40,10,46,25,28,26,13,3,23,27","[31, 5, 12, 32, 40, 10, 46, 25, 28, 26, 13, 3, 23, 27]",14
4801227,"28,25,32,20,40,17,47,6,3,41,18,42,10","[28, 25, 32, 20, 40, 17, 47, 6, 3, 41, 18, 42, 10]",13
13069723,"25,46,20,41,17,2,44,38","[25, 46, 20, 41, 17, 2, 44, 38]",8
8630464,"47,39,36,7,33,6,10","[47, 39, 36, 7, 33, 6, 10]",7
23324221,"1,12,29,18,3,2,25,46,16,13,9,21,44","[1, 12, 29, 18, 3, 2, 25, 46, 16, 13, 9, 21, 44]",13
26947910,"47,6,5,10,2,38","[47, 6, 5, 10, 2, 38]",6
73398635,"2,38,44,45,14,10,37,48,40,5,6","[2, 38, 44, 45, 14, 10, 37, 48, 40, 5, 6]",11
31159767,"4,18,34,43,39,13,1,32","[4, 18, 34, 43, 39, 13, 1, 32]",8
63027073,"22,16,3,25,46,13,39,37,31,32","[22, 16, 3, 25, 46, 13, 39, 37, 31, 32]",10
88866417,"3,38,23,6,4,37,13,45,42,44","[3, 38, 23, 6, 4, 37, 13, 45, 42, 44]",10
14240715,14,[14],1
95735533,45,[45],1
73038319,"42,32,9,26,3,23,28,41,45,44","[42, 32, 9, 26, 3, 23, 28, 41, 45, 44]",10
68076368,"2,30,20,44,10,22,23,45,46,39,34,36","[2, 30, 20, 44, 10, 22, 23, 45, 46, 39, 34, 36]",12
84630622,"3,9,2,23,43,15,34,22,36,33,7,39,13,47,46,4","[3, 9, 2, 23, 43, 15, 34, 22, 36, 33, 7, 39, 13, 47, 46, 4]",16
82448431,"47,43,36,14,39,38,45,44,9,48,2,32,20","[47, 43, 36, 14, 39, 38, 45, 44, 9, 48, 2, 32, 20]",13
47925034,"41,47,46,13,39,34,37,23,21,8","[41, 47, 46, 13, 39, 34, 37, 23, 21, 8]",10
89332542,"9,8,21","[9, 8, 21]",3
75535402,"16,25,32,38,9","[16, 25, 32, 38, 9]",5
78998404,"33,29,39,34,6,32,2,1,36,24,17","[33, 29, 39, 34, 6, 32, 2, 1, 36, 24, 17]",11
5901381,"4,42,1,17,22,34,47","[4, 42, 1, 17, 22, 34, 47]",7
20484190,"41,10,18,13,48,17,25,36,22","[41, 10, 18, 13, 48, 17, 25, 36, 22]",9
49743770,"13,34,37,30,11,25","[13, 34, 37, 30, 11, 25]",6
82107444,"38,47,41,40,25,3,39,34,31,32,24","[38, 47, 41, 40, 25, 3, 39, 34, 31, 32, 24]",11
50330352,"37,13,6","[37, 13, 6]",3
23696111,"2,29,33,17,4,8,21,48,11,34,40,20,46,32","[2, 29, 33, 17, 4, 8, 21, 48, 11, 34, 40, 20, 46, 32]",14
23668618,1,[1],1
89016313,"2,17,6,45,10","[2, 17, 6, 45, 10]",5
16832594,"24,37,34,2,32,43,41,38,39,13,44,1,45,30,12,23,16,42","[24, 37, 34, 2, 32, 43, 41, 38, 39, 13, 44, 1, 45, 30, 12, 23, 16, 42]",18
25015087,"21,43,41,47,6,18","[21, 43, 41, 47, 6, 18]",6
65978368,"22,47,42","[22, 47, 42]",3
55032142,"36,2,24,33,18,3,1,38,23,20,47,17","[36, 2, 24, 33, 18, 3, 1, 38, 23, 20, 47, 17]",12
8351000,"21,40,39,27,22,48,43,47,9,20,25,46","[21, 40, 39, 27, 22, 48, 43, 47, 9, 20, 25, 46]",12
45615919,"47,17,27,1,22,28,37,10,25,23,38,40","[47, 17, 27, 1, 22, 28, 37, 10, 25, 23, 38, 40]",12
61770417,"25,46,43,23,13,39,37,41,20,34,35,6,44","[25, 46, 43, 23, 13, 39, 37, 41, 20, 34, 35, 6, 44]",13
10115014,"45,42,44,16,9,43,18,13,10,2","[45, 42, 44, 16, 9, 43, 18, 13, 10, 2]",10
20027319,"44,24,17,10,45","[44, 24, 17, 10, 45]",5
59104613,"17,22,16,24,13,26,48,35,1,27","[17, 22, 16, 24, 13, 26, 48, 35, 1, 27]",10
9765168,"26,2,42,34,1,32,39","[26, 2, 42, 34, 1, 32, 39]",7
93227168,"46,32,40,25,37,38,23,24,30,13,48,14,16","[46, 32, 40, 25, 37, 38, 23, 24, 30, 13, 48, 14, 16]",13
48798954,"38,23,36,9,41,17,47,16,26","[38, 23, 36, 9, 41, 17, 47, 16, 26]",9
95733922,"26,20,17,45,33,6,22,10,37,2","[26, 20, 17, 45, 33, 6, 22, 10, 37, 2]",10
34833354,"2,38,33,17,23,10,47,19","[2, 38, 33, 17, 23, 10, 47, 19]",8
47449519,"45,37,27,21,6,9,23,25","[45, 37, 27, 21, 6, 9, 23, 25]",8
619497,"2,45,41,28,21,20,38,8,39,34,14,46","[2, 45, 41, 28, 21, 20, 38, 8, 39, 34, 14, 46]",12
62924555,"46,36,1,38,43,23,4","[46, 36, 1, 38, 43, 23, 4]",7
89230211,"22,26,28,15,23,38,25,17,6,7,24","[22, 26, 28, 15, 23, 38, 25, 17, 6, 7, 24]",11
63278930,"32,26,28","[32, 26, 28]",3
78703598,"6,17,1,41,42,25,32,40","[6, 17, 1, 41, 42, 25, 32, 40]",8
36138803,"48,23,27,32,16,1","[48, 23, 27, 32, 16, 1]",6
40036705,"33,35,30,34,9,2","[33, 35, 30, 34, 9, 2]",6
13518059,"17,21,6,18,7,24","[17, 21, 6, 18, 7, 24]",6
69882784,"41,39,42,44,22","[41, 39, 42, 44, 22]",5
76410899,27,[27],1
59905095,"10,2,15,30,31,1,17,24,19","[10, 2, 15, 30, 31, 1, 17, 24, 19]",9
50845249,"28,14,8,40,32,20","[28, 14, 8, 40, 32, 20]",6
17444056,"2,41,35,46,32,14,9,33,34,1,15,24,38,25,18,37,13","[2, 41, 35, 46, 32, 14, 9, 33, 34, 1, 15, 24, 38, 25, 18, 37, 13]",17
92215633,"19,32,38,9,46,40,1,2,25,36","[19, 32, 38, 9, 46, 40, 1, 2, 25, 36]",10
14366188,"23,38,39,37,34,17,6,26","[23, 38, 39, 37, 34, 17, 6, 26]",8
35060737,"18,2,45,42,44,10,23,4,1,13,29,46","[18, 2, 45, 42, 44, 10, 23, 4, 1, 13, 29, 46]",12
89753825,"17,6,37,13,39","[17, 6, 37, 13, 39]",5
94065113,"2,39,13,9,47,36,43,23,46,48,27","[2, 39, 13, 9, 47, 36, 43, 23, 46, 48, 27]",11
18890410,"25,46,43,9,3,41","[25, 46, 43, 9, 3, 41]",6
31786120,"44,7,2,16,48,23,40,25,21,14,47,17,1,36,34,39","[44, 7, 2, 16, 48, 23, 40, 25, 21, 14, 47, 17, 1, 36, 34, 39]",16
29463323,"1,15,47,16,9,23,38,44,34,21,22","[1, 15, 47, 16, 9, 23, 38, 44, 34, 21, 22]",11
15708323,"13,2,15","[13, 2, 15]",3
21544011,"41,28,7,31,34,8,40,47,19,6,33,10","[41, 28, 7, 31, 34, 8, 40, 47, 19, 6, 33, 10]",12
51855425,"44,2,17,37,27,29,26,10,13,32,40,9,42,39","[44, 2, 17, 37, 27, 29, 26, 10, 13, 32, 40, 9, 42, 39]",14
263089,"13,25,10,47,40,45,44","[13, 25, 10, 47, 40, 45, 44]",7
97299089,"1,34,39,38,23,9,17,7,45,10,18,20,40,4","[1, 34, 39, 38, 23, 9, 17, 7, 45, 10, 18, 20, 40, 4]",14
77825973,"2,3,1,18,45","[2, 3, 1, 18, 45]",5
69741632,"10,14,25,20,35,44","[10, 14, 25, 20, 35, 44]",6
62153243,"26,34,47,1,3,2,37,44,45,10","[26, 34, 47, 1, 3, 2, 37, 44, 45, 10]",10
